age_hhh,rcsi,plw,elderly,hh_size,disabilities ,ipc,sex_hhh,u5,sanitation,housing 
39.75485783,35,0,0,6,4,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
37.07176228,56,1,0,5,0,CEC,Female,0,No tiene servicio sanitario,Otro
27.65085274,54,0,0,6,2,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
38.71452241,35,0,0,6,2,CEC,Male,2,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
48.88566195,32,1,0,7,1,CEC,Female,1,Letrina,Vivienda en arriendo (en material de ladrillo)
38.22175614,44,0,0,6,1,CEC,Male,1,No tiene servicio sanitario,En la calle
42.56948468,36,0,0,7,0,CEC,Female,0,Letrina,Vivienda en arriendo (en material de ladrillo)
45.2170024,31,0,0,6,1,CEC,Male,0,Inodoro conectado a alcantarillado,En un albergue improvisado
24.0886078,54,0,0,5,0,CEC,Female,2,No tiene servicio sanitario,Otro
28.10000488,48,0,0,5,0,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
47.54699078,39,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda propia (en material de ladrillo)
38.05760783,44,0,0,7,1,CEC,Male,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
44.15225655,24,0,0,6,1,CEC,Male,0,No tiene servicio sanitario,Vivienda en arriendo (en material de ladrillo)
22.43290869,48,0,0,4,0,CEC,Female,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
35.11675291,56,1,0,7,3,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
17.93191028,56,0,0,4,0,CEC,Female,2,Al aire libre,Vivienda en arriendo (en material de ladrillo)
47.94150192,36,0,0,5,4,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
47.27623751,56,0,0,6,0,CEC,Female,0,Al aire libre,Vivienda en arriendo (en material de ladrillo)
47.95798289,22,0,0,6,0,CEC,Male,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
35.02438116,46,0,0,4,0,CEC,Female,0,Letrina,Vivienda en arriendo (en material de ladrillo)
39.28723092,25,1,0,7,2,CEC,Male,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
42.00066807,40,0,0,4,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
30.96980935,30,0,0,5,1,CEC,Male,1,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
19.42419399,24,0,0,5,0,CEC,Female,2,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
28.55433812,35,0,0,6,1,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
39.75832899,45,0,0,3,0,CEC,Female,0,Inodoro conectado a alcantarillado,Otro
53.40899665,37,0,0,5,3,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
21.53786928,48,0,0,2,0,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
62.98831442,35,0,1,4,2,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
51.89236348,45,0,0,4,3,CEC,Male,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
60.55990048,27,0,1,3,1,CEC,Male,1,Inodoro conectado a alcantarillado,Otro
55.92512687,56,0,0,2,2,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
24.71575088,31,0,0,3,0,CEC,Female,2,Inodoro conectado a alcantarillado,Otro
28.951368,33,0,0,5,2,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
31.26242654,30,0,0,4,0,CEC,Male,1,Inodoro conectado a pozo séptico,Otro
37.20317657,45,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
46.952754,43,0,0,2,0,CEC,Male,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
54.41582487,48,0,0,4,3,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
28.37096544,56,1,0,4,2,CEC,Male,2,Inodoro conectado a alcantarillado,Vivienda en arriendo hecha con madera
21.94765479,43,0,0,3,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
31.68155059,43,0,0,4,0,CEC,Male,2,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
25.87740878,41,0,0,7,0,CEC,Male,1,Al aire libre,Vivienda de materiales de desecho
22.20228987,37,1,0,5,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
35.6944514,35,0,0,5,2,CEC,Female,1,No tiene servicio sanitario,Vivienda en arriendo (en material de ladrillo)
48.29166666,27,0,0,3,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo hecha con madera
34.0932015,30,1,0,4,0,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
31.27613587,25,1,0,7,3,CEC,Female,3,Al aire libre,Vivienda de materiales de desecho
22.10993561,49,1,0,4,0,CEC,Female,2,Al aire libre,En un albergue improvisado
22.66576291,43,1,0,5,1,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
48.99025247,36,0,0,5,1,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
42.46325338,30,1,0,5,0,CEC,Male,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
61.99785844,42,0,1,4,3,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
22.36130236,56,1,0,2,0,CEC,Female,1,No tiene servicio sanitario,En la calle
24.78693779,32,0,0,3,0,CEC,Male,2,No tiene servicio sanitario,Vivienda de materiales de desecho
40.24308008,43,0,0,5,0,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
31.67864382,42,0,0,5,1,CEC,Female,0,No tiene servicio sanitario,En la calle
61.28856296,34,0,1,4,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
32.78766667,42,0,0,7,0,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
36.70200958,44,0,0,5,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
46.41408077,41,0,0,8,0,CEC,Male,3,Inodoro conectado a pozo séptico,Otro
38.76722245,24,0,0,4,1,CEC,Male,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
23.86753772,42,0,0,3,0,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
41.51591448,56,1,0,5,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
20.0757412,53,0,0,2,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda propia (en material de ladrillo)
40.87788169,56,0,0,4,0,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
33.64718992,56,0,0,4,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
37.48777413,50,1,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
27.71916243,32,0,0,5,1,CEC,Female,1,Inodoro conectado a pozo séptico,En un albergue improvisado
43.84296293,47,0,0,4,0,CEC,Female,0,Al aire libre,En la calle
18.02172195,24,0,0,4,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
44.98662952,25,0,0,3,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
45.17646048,41,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
19.58234634,48,0,0,4,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
30.27429447,42,0,0,4,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
36.20976591,56,1,0,4,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
30.33100616,52,0,0,3,0,CEC,Female,2,No tiene servicio sanitario,En la calle
35.27809853,43,0,0,6,1,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
49.15916676,29,0,0,7,1,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
28.92103608,30,0,0,4,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
26.1642929,29,0,0,4,1,CEC,Male,2,Al aire libre,Vivienda de materiales de desecho
44.40630571,45,0,0,6,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
43.4344584,52,0,0,2,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
31.19636252,43,0,0,8,0,CEC,Male,2,Al aire libre,Vivienda de materiales de desecho
29.08071184,56,0,0,3,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
24.78470037,26,0,0,3,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
57.47473612,35,0,0,3,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
47.23187969,22,0,0,2,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
25.00661166,49,0,0,5,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
20.40626949,54,0,0,3,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
44.27485107,42,0,0,3,2,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
33.28037476,52,0,0,4,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
37.30220766,52,0,0,8,1,CEC,Female,4,Al aire libre,Vivienda de materiales de desecho
38.68755395,37,0,0,5,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
21.6492689,30,0,0,4,0,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
20.94037794,33,0,0,2,0,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
42.83531554,35,0,0,2,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
32.76727891,56,0,0,6,1,CEC,Female,3,Inodoro conectado a alcantarillado,Otro
71.1285272,52,0,1,2,3,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
25.2638412,22,0,0,3,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
30.77199344,44,0,0,3,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
33.81891067,32,0,0,3,0,CEC,Male,1,Al aire libre,Vivienda de materiales de desecho
20.55135653,41,0,0,3,0,CEC,Female,1,Letrina,Vivienda de materiales de desecho
31.05092934,56,0,0,5,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
28.997588,49,0,0,7,2,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
36.69373584,36,0,0,5,0,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
25.2413315,49,0,0,4,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
25.66037235,47,0,0,3,0,CEC,Male,1,Al aire libre,Vivienda de materiales de desecho
32.79792523,56,1,0,3,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
38.33911841,34,0,0,3,0,CEC,Male,0,Inodoro sin conexión,Vivienda de materiales de desecho
54.97736893,34,1,0,4,2,CEC,Male,1,Inodoro sin conexión,Vivienda de materiales de desecho
39.8623266,32,0,0,6,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
40.73017283,36,0,0,4,5,CEC,Female,0,Inodoro conectado a pozo séptico,Otro
36.86429667,27,0,0,4,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
34.38367092,53,1,0,7,2,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
36.49731212,48,0,0,5,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
24.67190423,41,0,0,5,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
43.52272003,29,0,0,6,2,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
34.82477054,45,1,0,5,1,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
49.34343598,48,0,0,5,0,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
32.71632262,28,0,0,4,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
21.36524577,32,0,0,3,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
20.42352799,35,1,0,2,0,CEC,Male,0,Al aire libre,Vivienda de materiales de desecho
37.35351579,56,0,0,8,3,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
34.33915928,27,0,0,4,2,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
24.55410208,26,0,0,6,0,CEC,Male,2,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
29.75328229,54,0,0,6,4,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
53.58354254,35,0,0,4,0,CEC,Male,0,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
40.04494546,46,0,0,6,2,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
39.55490667,44,1,0,6,3,CEC,Female,0,Inodoro conectado a pozo séptico,Otro
33.55344011,35,1,0,6,0,CEC,Female,1,No tiene servicio sanitario,En la calle
20.108051,25,0,0,3,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
24.51045016,25,1,0,4,0,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
50.23787919,33,0,0,3,2,CEC,Male,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
25.97256127,26,1,0,5,1,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
29.31813694,35,0,0,6,1,CEC,Female,2,Al aire libre,Vivienda en arriendo (en material de ladrillo)
56.85547167,46,0,0,3,3,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
35.62934224,31,1,0,4,0,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
20.53012628,39,0,0,5,2,CEC,Female,2,Al aire libre,Otro
24.11954586,22,0,0,2,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
19.02178234,38,0,0,5,1,CEC,Female,1,No tiene servicio sanitario,En un albergue improvisado
49.48783552,27,0,0,3,2,CEC,Female,0,Inodoro sin conexión,Otro
37.58919921,24,0,0,4,0,CEC,Female,0,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
27.74668131,35,1,0,6,0,CEC,Male,2,Inodoro sin conexión,En un albergue improvisado
30.72001782,29,0,0,5,1,CEC,Female,1,Inodoro sin conexión,Vivienda de materiales de desecho
34.32284296,23,0,0,4,0,CEC,Male,1,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
19.36673567,35,1,0,2,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
19.41071595,23,1,0,4,2,CEC,Female,1,Inodoro conectado a pozo séptico,En un albergue improvisado
32.20178909,33,0,0,3,0,CEC,Female,2,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
41.94854209,46,0,0,6,0,CEC,Male,2,Al aire libre,En la calle
29.11019292,56,0,0,2,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo hecha con madera
25.82480219,56,0,0,5,0,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda en arriendo hecha con madera
20.23672553,41,0,0,4,0,CEC,Female,2,No tiene servicio sanitario,Vivienda de materiales de desecho
16.7706284,25,0,0,3,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
30.35011029,47,0,0,3,2,CEC,Male,2,Al aire libre,En un albergue improvisado
35.16583984,39,0,0,7,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
36.15218459,56,0,0,6,2,CEC,Female,0,No tiene servicio sanitario,Centro de atención al migrante
34.4376205,56,0,0,5,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
52.0339838,39,0,0,3,0,CEC,Male,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
16.10793365,25,0,0,3,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
43.88065435,50,0,0,4,1,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
35.5006761,28,0,0,3,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
32.78755019,48,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
43.99616975,56,0,0,2,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
24.29759555,31,0,0,5,2,CEC,Female,2,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
40.34633615,52,1,0,9,2,CEC,Male,1,No tiene servicio sanitario,Vivienda de materiales de desecho
28.77601374,46,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
28.24774868,56,0,0,3,2,CEC,Male,1,No tiene servicio sanitario,Vivienda de materiales de desecho
23.77185698,41,0,0,3,0,CEC,Male,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
39.0701414,48,1,0,5,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
35.47285421,48,0,0,5,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
23.79318717,56,0,0,7,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
50.14820968,56,0,0,4,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
74.17293184,40,0,1,2,1,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
27.44077207,37,1,0,5,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
28.21733457,56,0,0,5,0,CEC,Female,2,Inodoro sin conexión,Vivienda en arriendo hecha con madera
34.13996249,38,1,0,4,0,CEC,Female,0,Al aire libre,En la calle
33.30701552,28,1,0,6,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
45.76427066,47,0,0,2,2,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
63.91081814,38,0,1,7,1,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
71.13054787,56,0,1,10,4,CEC,Female,1,Inodoro sin conexión,Otro
54.80754548,24,0,0,7,1,CEC,Female,0,Letrina,Vivienda de materiales de desecho
31.07325965,38,0,0,11,0,CEC,Female,3,Al aire libre,Vivienda de materiales de desecho
35.41033692,32,0,0,7,0,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
32.68901046,29,1,0,7,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
38.5207134,28,0,0,5,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
36.31068683,37,0,0,4,2,CEC,Female,1,Inodoro conectado a pozo séptico,Otro
33.42736539,24,0,0,6,0,CEC,Female,2,Inodoro conectado a alcantarillado,Otro
30.14489287,33,0,0,4,2,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
23.95723007,35,0,0,5,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
18.76631445,44,0,0,5,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
19.47818897,32,0,0,4,1,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
30.60487682,39,0,0,5,0,CEC,Male,1,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
36.86368795,27,1,0,6,1,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
25.57590735,44,0,0,7,1,CEC,Female,4,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
25.68818208,54,1,0,4,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
23.5444648,49,0,0,3,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
26.5398171,56,0,0,4,0,CEC,Female,2,Inodoro conectado a pozo séptico,Otro
37.89633226,39,0,0,7,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
25.69380814,39,0,0,4,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
36.59596933,31,1,0,4,0,CEC,Male,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
31.34947448,27,1,0,4,0,CEC,Female,0,Inodoro sin conexión,Vivienda en arriendo (en material de ladrillo)
21.72322363,43,0,0,6,3,CEC,Female,2,No tiene servicio sanitario,En la calle
27.07033563,32,0,0,6,2,CEC,Female,2,No tiene servicio sanitario,En la calle
21.61375588,37,0,0,4,2,CEC,Female,2,No tiene servicio sanitario,Vivienda de materiales de desecho
40.02306366,49,1,0,4,3,CEC,Male,0,No tiene servicio sanitario,En un albergue improvisado
33.7730939,30,0,0,2,0,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
27.85406562,34,0,0,7,0,CEC,Female,2,No tiene servicio sanitario,Vivienda de materiales de desecho
44.77042436,26,0,0,3,0,CEC,Male,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
65.82464818,29,0,1,4,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
34.78058714,27,0,0,6,1,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
28.5958535,27,1,0,6,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
45.23579565,34,0,0,6,2,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
29.20852314,56,0,0,6,2,CEC,Female,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
20.96561819,23,0,0,3,0,CEC,Male,1,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
22.58297087,41,0,0,3,0,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
23.04299521,30,0,0,4,0,CEC,Female,3,Al aire libre,Vivienda de materiales de desecho
35.03521907,46,0,0,4,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
39.86756749,49,0,0,7,0,CEC,Female,1,Letrina,Vivienda de materiales de desecho
24.62330579,49,0,0,7,1,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
43.42051294,41,0,0,3,0,CEC,Female,0,Letrina,Vivienda de materiales de desecho
21.32943686,42,0,0,4,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
47.85599726,53,0,0,5,2,CEC,Male,1,No tiene servicio sanitario,Centro de atención al migrante
31.7356242,22,0,0,4,2,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
49.30985925,24,0,0,7,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
40.14646954,38,0,0,7,1,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
47.82379881,36,1,0,3,2,CEC,Male,0,Inodoro conectado a pozo séptico,En un albergue improvisado
38.86832567,38,0,0,6,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
31.27630065,25,0,0,4,1,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
38.96634086,28,0,0,5,1,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
34.3208956,39,0,0,6,1,CEC,Female,1,Inodoro conectado a alcantarillado,Centro de atención al migrante
26.68490296,31,0,0,7,2,CEC,Female,2,No tiene servicio sanitario,Vivienda de materiales de desecho
34.40556488,42,0,0,8,0,CEC,Male,2,No tiene servicio sanitario,Vivienda de materiales de desecho
32.40076659,54,0,0,10,0,CEC,Male,3,Inodoro conectado a pozo séptico,Vivienda en arriendo (en material de ladrillo)
46.18861887,39,0,0,6,3,CEC,Female,1,No tiene servicio sanitario,Vivienda de materiales de desecho
48.25289479,41,0,0,4,2,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
28.75950511,46,0,0,3,0,CEC,Female,0,Inodoro conectado a pozo séptico,Vivienda en arriendo hecha con madera
30.16139396,39,0,0,7,0,CEC,Female,2,Al aire libre,Vivienda de materiales de desecho
37.39482883,31,0,0,4,1,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
32.4589768,52,0,0,5,4,CEC,Female,0,Bajamar,Vivienda de materiales de desecho
36.39825711,32,0,0,6,3,CEC,Female,0,No tiene servicio sanitario,En un albergue improvisado
35.2538604,41,0,0,3,0,CEC,Female,0,No tiene servicio sanitario,En la calle
45.00688022,41,0,0,4,1,CEC,Female,0,Al aire libre,En un albergue improvisado
27.86483973,38,1,0,5,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
63.09557819,26,0,1,4,1,CEC,Female,1,No tiene servicio sanitario,Centro de atención al migrante
35.03459548,24,0,0,5,0,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
25.56722245,26,0,0,5,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
28.85537326,26,0,0,4,0,CEC,Female,1,Al aire libre,Vivienda de materiales de desecho
53.93411287,41,0,0,4,2,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda de materiales de desecho
42.69260233,39,1,0,5,1,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
22.61593227,31,0,0,5,3,CEC,Female,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
35.49761638,27,0,0,4,0,CEC,Male,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
23.93058602,39,0,0,3,0,CEC,Female,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
27.96632606,48,0,0,7,2,CEC,Female,2,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
39.883601,37,0,0,2,0,CEC,Female,0,Al aire libre,Vivienda de materiales de desecho
39.36081417,56,0,0,6,0,CEC,Female,2,No tiene servicio sanitario,En la calle
33.81145746,42,0,0,4,0,CEC,Female,0,Letrina,Vivienda de materiales de desecho
21.34881333,27,0,0,3,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
26.21420879,32,0,0,3,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
49.14397633,41,0,0,3,0,CEC,Male,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
33.67733333,25,0,0,2,0,CEC,Female,1,Inodoro conectado a alcantarillado,Otro
33.24159758,38,0,0,6,1,CEC,Female,0,No tiene servicio sanitario,Vivienda de materiales de desecho
38.84604778,29,0,0,4,0,CEC,Female,0,No tiene servicio sanitario,En la calle
39.45891711,32,0,0,5,1,CEC,Female,0,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
24.57873516,54,1,0,2,0,CEC,Female,1,Inodoro conectado a alcantarillado,Vivienda en arriendo (en material de ladrillo)
28.22821355,43,1,0,3,0,CEC,Female,1,Inodoro conectado a pozo séptico,Vivienda de materiales de desecho
31.23485815,56,1,0,9,1,CEC,Female,2,No tiene servicio sanitario,Vivienda de materiales de desecho
53.45501318,28,0,0,2,2,CEC,Male,0,Inodoro conectado a pozo séptico,Otro
58.16473611,42,0,0,7,1,CEC,Female,3,Inodoro conectado a pozo séptico,Otro
